# Number of peaks = 8
# Fitting results:
# pktyp	 xm	 amp	 width	 area
# L	 47.31	 6020.0 	 0.07428	 697.9
# L	 47.44	 2970.0 	 0.0695	 321.9
# L	 56.13	 3130.0 	 0.0782	 383.5
# L	 56.28	 1670.0 	 0.07735	 202.3
# L	 69.13	 632.0 	 0.09931	 98.08
# L	 69.33	 340.0 	 0.09969	 52.96
# L	 76.37	 972.0 	 0.0974	 144.4
# L	 76.6	 553.0 	 0.09849	 82.74
# 
# 2theta	I	pksum	pk1	pk2	pk3	pk4	pk5	pk6	pk7	pk8
+6.4490E+01 +1.0400E+01 +2.7975E-01 +2.8124E-02 +1.2333E-02 +6.8404E-02 +3.7073E-02 +7.2355E-02 +3.5987E-02 +1.6324E-02 +9.1457E-03
+6.4520E+01 +1.5800E+01 +2.8037E-01 +2.8026E-02 +1.2289E-02 +6.7916E-02 +3.6803E-02 +7.3300E-02 +3.6437E-02 +1.6407E-02 +9.1912E-03
+6.4550E+01 +1.1300E+01 +2.8103E-01 +2.7929E-02 +1.2246E-02 +6.7433E-02 +3.6537E-02 +7.4263E-02 +3.6896E-02 +1.6490E-02 +9.2371E-03
+6.4580E+01 +1.6700E+01 +2.8173E-01 +2.7832E-02 +1.2203E-02 +6.6955E-02 +3.6273E-02 +7.5246E-02 +3.7363E-02 +1.6574E-02 +9.2832E-03
+6.4610E+01 +1.4900E+01 +2.8247E-01 +2.7735E-02 +1.2161E-02 +6.6483E-02 +3.6012E-02 +7.6248E-02 +3.7839E-02 +1.6659E-02 +9.3297E-03
+6.4640E+01 +1.3100E+01 +2.8324E-01 +2.7640E-02 +1.2118E-02 +6.6015E-02 +3.5754E-02 +7.7270E-02 +3.8324E-02 +1.6744E-02 +9.3766E-03
+6.4670E+01 +1.5800E+01 +2.8406E-01 +2.7544E-02 +1.2076E-02 +6.5552E-02 +3.5499E-02 +7.8313E-02 +3.8818E-02 +1.6830E-02 +9.4238E-03
+6.4700E+01 +1.2200E+01 +2.8491E-01 +2.7449E-02 +1.2034E-02 +6.5094E-02 +3.5246E-02 +7.9377E-02 +3.9322E-02 +1.6917E-02 +9.4714E-03
+6.4730E+01 +2.6600E+01 +2.8581E-01 +2.7355E-02 +1.1993E-02 +6.4641E-02 +3.4996E-02 +8.0462E-02 +3.9836E-02 +1.7004E-02 +9.5194E-03
+6.4760E+01 +1.5800E+01 +2.8674E-01 +2.7261E-02 +1.1951E-02 +6.4193E-02 +3.4749E-02 +8.1571E-02 +4.0360E-02 +1.7092E-02 +9.5677E-03
+6.4790E+01 +1.3100E+01 +2.8772E-01 +2.7167E-02 +1.1910E-02 +6.3749E-02 +3.4505E-02 +8.2702E-02 +4.0895E-02 +1.7181E-02 +9.6163E-03
+6.4820E+01 +1.9400E+01 +2.8875E-01 +2.7074E-02 +1.1869E-02 +6.3310E-02 +3.4263E-02 +8.3857E-02 +4.1440E-02 +1.7270E-02 +9.6654E-03
+6.4850E+01 +1.1300E+01 +2.8982E-01 +2.6982E-02 +1.1828E-02 +6.2875E-02 +3.4023E-02 +8.5037E-02 +4.1996E-02 +1.7360E-02 +9.7148E-03
+6.4880E+01 +1.4900E+01 +2.9093E-01 +2.6890E-02 +1.1787E-02 +6.2445E-02 +3.3786E-02 +8.6241E-02 +4.2564E-02 +1.7451E-02 +9.7646E-03
+6.4910E+01 +8.6000E+00 +2.9209E-01 +2.6798E-02 +1.1747E-02 +6.2019E-02 +3.3551E-02 +8.7472E-02 +4.3143E-02 +1.7542E-02 +9.8148E-03
+6.4940E+01 +1.4900E+01 +2.9329E-01 +2.6707E-02 +1.1707E-02 +6.1598E-02 +3.3319E-02 +8.8728E-02 +4.3734E-02 +1.7634E-02 +9.8654E-03
+6.4970E+01 +1.4900E+01 +2.9455E-01 +2.6616E-02 +1.1667E-02 +6.1180E-02 +3.3090E-02 +9.0013E-02 +4.4337E-02 +1.7727E-02 +9.9163E-03
+6.5000E+01 +1.9400E+01 +2.9585E-01 +2.6526E-02 +1.1627E-02 +6.0768E-02 +3.2862E-02 +9.1325E-02 +4.4953E-02 +1.7821E-02 +9.9677E-03
+6.5030E+01 +2.1200E+01 +2.9720E-01 +2.6437E-02 +1.1587E-02 +6.0359E-02 +3.2637E-02 +9.2666E-02 +4.5582E-02 +1.7915E-02 +1.0019E-02
+6.5060E+01 +7.7000E+00 +2.9861E-01 +2.6347E-02 +1.1548E-02 +5.9954E-02 +3.2415E-02 +9.4037E-02 +4.6224E-02 +1.8010E-02 +1.0072E-02
+6.5090E+01 +1.1300E+01 +3.0006E-01 +2.6258E-02 +1.1509E-02 +5.9553E-02 +3.2194E-02 +9.5438E-02 +4.6879E-02 +1.8106E-02 +1.0124E-02
+6.5120E+01 +1.4900E+01 +3.0157E-01 +2.6170E-02 +1.1469E-02 +5.9157E-02 +3.1976E-02 +9.6871E-02 +4.7549E-02 +1.8203E-02 +1.0177E-02
+6.5150E+01 +1.3100E+01 +3.0314E-01 +2.6082E-02 +1.1431E-02 +5.8764E-02 +3.1760E-02 +9.8337E-02 +4.8233E-02 +1.8300E-02 +1.0231E-02
+6.5180E+01 +1.3100E+01 +3.0476E-01 +2.5995E-02 +1.1392E-02 +5.8375E-02 +3.1546E-02 +9.9836E-02 +4.8932E-02 +1.8399E-02 +1.0284E-02
+6.5210E+01 +1.4900E+01 +3.0644E-01 +2.5908E-02 +1.1354E-02 +5.7990E-02 +3.1335E-02 +1.0137E-01 +4.9646E-02 +1.8498E-02 +1.0339E-02
+6.5240E+01 +1.5800E+01 +3.0818E-01 +2.5821E-02 +1.1315E-02 +5.7609E-02 +3.1125E-02 +1.0294E-01 +5.0377E-02 +1.8597E-02 +1.0393E-02
+6.5270E+01 +1.7600E+01 +3.0998E-01 +2.5735E-02 +1.1277E-02 +5.7232E-02 +3.0918E-02 +1.0454E-01 +5.1123E-02 +1.8698E-02 +1.0448E-02
+6.5300E+01 +2.2100E+01 +3.1184E-01 +2.5649E-02 +1.1240E-02 +5.6858E-02 +3.0712E-02 +1.0619E-01 +5.1886E-02 +1.8800E-02 +1.0504E-02
+6.5330E+01 +2.1200E+01 +3.1376E-01 +2.5564E-02 +1.1202E-02 +5.6488E-02 +3.0509E-02 +1.0787E-01 +5.2666E-02 +1.8902E-02 +1.0560E-02
+6.5360E+01 +5.9000E+00 +3.1575E-01 +2.5479E-02 +1.1164E-02 +5.6122E-02 +3.0308E-02 +1.0959E-01 +5.3464E-02 +1.9005E-02 +1.0616E-02
+6.5390E+01 +2.1200E+01 +3.1781E-01 +2.5394E-02 +1.1127E-02 +5.5759E-02 +3.0108E-02 +1.1136E-01 +5.4280E-02 +1.9109E-02 +1.0673E-02
+6.5420E+01 +2.3900E+01 +3.1994E-01 +2.5310E-02 +1.1090E-02 +5.5400E-02 +2.9911E-02 +1.1317E-01 +5.5115E-02 +1.9214E-02 +1.0731E-02
+6.5450E+01 +1.6700E+01 +3.2214E-01 +2.5227E-02 +1.1053E-02 +5.5044E-02 +2.9716E-02 +1.1502E-01 +5.5970E-02 +1.9319E-02 +1.0789E-02
+6.5480E+01 +1.1300E+01 +3.2441E-01 +2.5144E-02 +1.1016E-02 +5.4691E-02 +2.9522E-02 +1.1692E-01 +5.6844E-02 +1.9426E-02 +1.0847E-02
+6.5510E+01 +1.5800E+01 +3.2675E-01 +2.5061E-02 +1.0980E-02 +5.4342E-02 +2.9330E-02 +1.1886E-01 +5.7739E-02 +1.9533E-02 +1.0906E-02
+6.5540E+01 +1.6700E+01 +3.2918E-01 +2.4978E-02 +1.0943E-02 +5.3996E-02 +2.9141E-02 +1.2086E-01 +5.8656E-02 +1.9642E-02 +1.0965E-02
+6.5570E+01 +1.0400E+01 +3.3168E-01 +2.4896E-02 +1.0907E-02 +5.3654E-02 +2.8953E-02 +1.2290E-01 +5.9594E-02 +1.9751E-02 +1.1025E-02
+6.5600E+01 +1.6700E+01 +3.3427E-01 +2.4815E-02 +1.0871E-02 +5.3314E-02 +2.8767E-02 +1.2500E-01 +6.0555E-02 +1.9861E-02 +1.1085E-02
+6.5630E+01 +1.3100E+01 +3.3694E-01 +2.4734E-02 +1.0835E-02 +5.2978E-02 +2.8582E-02 +1.2715E-01 +6.1540E-02 +1.9972E-02 +1.1146E-02
+6.5660E+01 +1.3100E+01 +3.3970E-01 +2.4653E-02 +1.0800E-02 +5.2646E-02 +2.8400E-02 +1.2936E-01 +6.2549E-02 +2.0084E-02 +1.1207E-02
+6.5690E+01 +1.5800E+01 +3.4254E-01 +2.4572E-02 +1.0764E-02 +5.2316E-02 +2.8219E-02 +1.3162E-01 +6.3582E-02 +2.0197E-02 +1.1268E-02
+6.5720E+01 +1.2200E+01 +3.4548E-01 +2.4492E-02 +1.0729E-02 +5.1989E-02 +2.8040E-02 +1.3395E-01 +6.4642E-02 +2.0311E-02 +1.1331E-02
+6.5750E+01 +1.7600E+01 +3.4852E-01 +2.4413E-02 +1.0694E-02 +5.1666E-02 +2.7862E-02 +1.3634E-01 +6.5728E-02 +2.0426E-02 +1.1393E-02
+6.5780E+01 +1.5800E+01 +3.5165E-01 +2.4334E-02 +1.0659E-02 +5.1345E-02 +2.7687E-02 +1.3879E-01 +6.6842E-02 +2.0542E-02 +1.1457E-02
+6.5810E+01 +1.6700E+01 +3.5489E-01 +2.4255E-02 +1.0624E-02 +5.1027E-02 +2.7512E-02 +1.4131E-01 +6.7985E-02 +2.0658E-02 +1.1521E-02
+6.5840E+01 +1.5800E+01 +3.5823E-01 +2.4176E-02 +1.0590E-02 +5.0713E-02 +2.7340E-02 +1.4390E-01 +6.9157E-02 +2.0776E-02 +1.1585E-02
+6.5870E+01 +1.2200E+01 +3.6168E-01 +2.4098E-02 +1.0555E-02 +5.0401E-02 +2.7169E-02 +1.4656E-01 +7.0359E-02 +2.0895E-02 +1.1650E-02
+6.5900E+01 +2.4800E+01 +3.6525E-01 +2.4020E-02 +1.0521E-02 +5.0092E-02 +2.7000E-02 +1.4929E-01 +7.1594E-02 +2.1015E-02 +1.1715E-02
+6.5930E+01 +1.0400E+01 +3.6893E-01 +2.3943E-02 +1.0487E-02 +4.9786E-02 +2.6832E-02 +1.5210E-01 +7.2861E-02 +2.1136E-02 +1.1781E-02
+6.5960E+01 +1.2200E+01 +3.7273E-01 +2.3866E-02 +1.0453E-02 +4.9483E-02 +2.6666E-02 +1.5499E-01 +7.4162E-02 +2.1258E-02 +1.1848E-02
+6.5990E+01 +1.2200E+01 +3.7665E-01 +2.3790E-02 +1.0419E-02 +4.9182E-02 +2.6502E-02 +1.5797E-01 +7.5498E-02 +2.1381E-02 +1.1915E-02
+6.6020E+01 +6.8000E+00 +3.8071E-01 +2.3713E-02 +1.0385E-02 +4.8884E-02 +2.6339E-02 +1.6103E-01 +7.6870E-02 +2.1505E-02 +1.1982E-02
+6.6050E+01 +2.3900E+01 +3.8490E-01 +2.3638E-02 +1.0352E-02 +4.8589E-02 +2.6177E-02 +1.6418E-01 +7.8281E-02 +2.1630E-02 +1.2051E-02
+6.6080E+01 +1.3100E+01 +3.8923E-01 +2.3562E-02 +1.0319E-02 +4.8297E-02 +2.6017E-02 +1.6742E-01 +7.9730E-02 +2.1756E-02 +1.2120E-02
+6.6110E+01 +2.2100E+01 +3.9370E-01 +2.3487E-02 +1.0286E-02 +4.8007E-02 +2.5859E-02 +1.7077E-01 +8.1220E-02 +2.1884E-02 +1.2189E-02
+6.6140E+01 +1.3100E+01 +3.9832E-01 +2.3412E-02 +1.0253E-02 +4.7720E-02 +2.5701E-02 +1.7421E-01 +8.2753E-02 +2.2012E-02 +1.2259E-02
+6.6170E+01 +1.1300E+01 +4.0310E-01 +2.3338E-02 +1.0220E-02 +4.7435E-02 +2.5546E-02 +1.7776E-01 +8.4329E-02 +2.2142E-02 +1.2330E-02
+6.6200E+01 +1.0400E+01 +4.0803E-01 +2.3264E-02 +1.0187E-02 +4.7153E-02 +2.5391E-02 +1.8141E-01 +8.5950E-02 +2.2273E-02 +1.2401E-02
+6.6230E+01 +1.2200E+01 +4.1314E-01 +2.3190E-02 +1.0155E-02 +4.6873E-02 +2.5238E-02 +1.8519E-01 +8.7619E-02 +2.2404E-02 +1.2473E-02
+6.6260E+01 +1.2200E+01 +4.1842E-01 +2.3117E-02 +1.0122E-02 +4.6596E-02 +2.5087E-02 +1.8908E-01 +8.9337E-02 +2.2538E-02 +1.2545E-02
+6.6290E+01 +1.2200E+01 +4.2388E-01 +2.3044E-02 +1.0090E-02 +4.6322E-02 +2.4937E-02 +1.9309E-01 +9.1105E-02 +2.2672E-02 +1.2618E-02
+6.6320E+01 +1.2200E+01 +4.2953E-01 +2.2971E-02 +1.0058E-02 +4.6049E-02 +2.4788E-02 +1.9723E-01 +9.2927E-02 +2.2807E-02 +1.2692E-02
+6.6350E+01 +2.2100E+01 +4.3537E-01 +2.2899E-02 +1.0026E-02 +4.5780E-02 +2.4640E-02 +2.0151E-01 +9.4804E-02 +2.2944E-02 +1.2767E-02
+6.6380E+01 +1.7600E+01 +4.4142E-01 +2.2827E-02 +9.9945E-03 +4.5512E-02 +2.4494E-02 +2.0593E-01 +9.6739E-02 +2.3082E-02 +1.2842E-02
+6.6410E+01 +7.7000E+00 +4.4768E-01 +2.2755E-02 +9.9629E-03 +4.5247E-02 +2.4349E-02 +2.1050E-01 +9.8733E-02 +2.3221E-02 +1.2917E-02
+6.6440E+01 +2.1200E+01 +4.5417E-01 +2.2684E-02 +9.9315E-03 +4.4984E-02 +2.4206E-02 +2.1521E-01 +1.0079E-01 +2.3362E-02 +1.2994E-02
+6.6470E+01 +1.6700E+01 +4.6088E-01 +2.2613E-02 +9.9002E-03 +4.4724E-02 +2.4063E-02 +2.2009E-01 +1.0291E-01 +2.3503E-02 +1.3071E-02
+6.6500E+01 +1.4900E+01 +4.6784E-01 +2.2542E-02 +9.8691E-03 +4.4465E-02 +2.3922E-02 +2.2514E-01 +1.0510E-01 +2.3646E-02 +1.3149E-02
+6.6530E+01 +8.6000E+00 +4.7505E-01 +2.2472E-02 +9.8381E-03 +4.4209E-02 +2.3782E-02 +2.3037E-01 +1.0736E-01 +2.3791E-02 +1.3227E-02
+6.6560E+01 +2.1200E+01 +4.8252E-01 +2.2402E-02 +9.8073E-03 +4.3955E-02 +2.3644E-02 +2.3577E-01 +1.0969E-01 +2.3937E-02 +1.3306E-02
+6.6590E+01 +1.5800E+01 +4.9026E-01 +2.2332E-02 +9.7766E-03 +4.3704E-02 +2.3506E-02 +2.4137E-01 +1.1210E-01 +2.4084E-02 +1.3386E-02
+6.6620E+01 +3.2000E+00 +4.9830E-01 +2.2263E-02 +9.7460E-03 +4.3454E-02 +2.3370E-02 +2.4717E-01 +1.1460E-01 +2.4232E-02 +1.3467E-02
+6.6650E+01 +1.7600E+01 +5.0664E-01 +2.2194E-02 +9.7156E-03 +4.3207E-02 +2.3235E-02 +2.5319E-01 +1.1717E-01 +2.4382E-02 +1.3548E-02
+6.6680E+01 +2.0300E+01 +5.1529E-01 +2.2125E-02 +9.6853E-03 +4.2962E-02 +2.3101E-02 +2.5942E-01 +1.1983E-01 +2.4533E-02 +1.3630E-02
+6.6710E+01 +7.7000E+00 +5.2427E-01 +2.2057E-02 +9.6552E-03 +4.2718E-02 +2.2968E-02 +2.6589E-01 +1.2259E-01 +2.4685E-02 +1.3713E-02
+6.6740E+01 +6.8000E+00 +5.3360E-01 +2.1989E-02 +9.6252E-03 +4.2477E-02 +2.2837E-02 +2.7260E-01 +1.2544E-01 +2.4839E-02 +1.3797E-02
+6.6770E+01 +1.4900E+01 +5.4330E-01 +2.1921E-02 +9.5954E-03 +4.2238E-02 +2.2706E-02 +2.7957E-01 +1.2839E-01 +2.4995E-02 +1.3881E-02
+6.6800E+01 +1.3100E+01 +5.5337E-01 +2.1854E-02 +9.5657E-03 +4.2001E-02 +2.2577E-02 +2.8682E-01 +1.3144E-01 +2.5152E-02 +1.3966E-02
+6.6830E+01 +1.7600E+01 +5.6385E-01 +2.1787E-02 +9.5361E-03 +4.1766E-02 +2.2449E-02 +2.9434E-01 +1.3461E-01 +2.5310E-02 +1.4052E-02
+6.6860E+01 +1.3100E+01 +5.7475E-01 +2.1720E-02 +9.5067E-03 +4.1533E-02 +2.2322E-02 +3.0217E-01 +1.3789E-01 +2.5470E-02 +1.4139E-02
+6.6890E+01 +1.4900E+01 +5.8609E-01 +2.1653E-02 +9.4774E-03 +4.1302E-02 +2.2196E-02 +3.1031E-01 +1.4130E-01 +2.5631E-02 +1.4226E-02
+6.6920E+01 +8.6000E+00 +5.9790E-01 +2.1587E-02 +9.4482E-03 +4.1072E-02 +2.2071E-02 +3.1879E-01 +1.4483E-01 +2.5794E-02 +1.4314E-02
+6.6950E+01 +1.3100E+01 +6.1021E-01 +2.1521E-02 +9.4192E-03 +4.0845E-02 +2.1947E-02 +3.2762E-01 +1.4849E-01 +2.5959E-02 +1.4404E-02
+6.6980E+01 +1.6700E+01 +6.2303E-01 +2.1456E-02 +9.3903E-03 +4.0620E-02 +2.1824E-02 +3.3682E-01 +1.5230E-01 +2.6125E-02 +1.4494E-02
+6.7010E+01 +1.4900E+01 +6.3639E-01 +2.1390E-02 +9.3615E-03 +4.0396E-02 +2.1702E-02 +3.4641E-01 +1.5625E-01 +2.6292E-02 +1.4584E-02
+6.7040E+01 +2.0300E+01 +6.5034E-01 +2.1325E-02 +9.3329E-03 +4.0174E-02 +2.1581E-02 +3.5642E-01 +1.6037E-01 +2.6462E-02 +1.4676E-02
+6.7070E+01 +1.4900E+01 +6.6489E-01 +2.1261E-02 +9.3044E-03 +3.9954E-02 +2.1461E-02 +3.6687E-01 +1.6464E-01 +2.6633E-02 +1.4769E-02
+6.7100E+01 +1.7600E+01 +6.8009E-01 +2.1196E-02 +9.2760E-03 +3.9736E-02 +2.1342E-02 +3.7779E-01 +1.6909E-01 +2.6805E-02 +1.4862E-02
+6.7130E+01 +2.2100E+01 +6.9598E-01 +2.1132E-02 +9.2478E-03 +3.9520E-02 +2.1224E-02 +3.8920E-01 +1.7372E-01 +2.6979E-02 +1.4956E-02
+6.7160E+01 +1.9400E+01 +7.1258E-01 +2.1068E-02 +9.2197E-03 +3.9305E-02 +2.1108E-02 +4.0113E-01 +1.7854E-01 +2.7155E-02 +1.5052E-02
+6.7190E+01 +1.2200E+01 +7.2996E-01 +2.1005E-02 +9.1917E-03 +3.9092E-02 +2.0992E-02 +4.1363E-01 +1.8357E-01 +2.7333E-02 +1.5148E-02
+6.7220E+01 +1.4900E+01 +7.4814E-01 +2.0942E-02 +9.1638E-03 +3.8881E-02 +2.0877E-02 +4.2671E-01 +1.8881E-01 +2.7512E-02 +1.5245E-02
+6.7250E+01 +2.0300E+01 +7.6720E-01 +2.0879E-02 +9.1361E-03 +3.8672E-02 +2.0763E-02 +4.4043E-01 +1.9428E-01 +2.7694E-02 +1.5343E-02
+6.7280E+01 +2.2100E+01 +7.8717E-01 +2.0816E-02 +9.1085E-03 +3.8464E-02 +2.0649E-02 +4.5481E-01 +2.0000E-01 +2.7877E-02 +1.5442E-02
+6.7310E+01 +2.2100E+01 +8.0812E-01 +2.0754E-02 +9.0810E-03 +3.8258E-02 +2.0537E-02 +4.6992E-01 +2.0596E-01 +2.8062E-02 +1.5542E-02
+6.7340E+01 +1.4900E+01 +8.3011E-01 +2.0691E-02 +9.0537E-03 +3.8053E-02 +2.0426E-02 +4.8579E-01 +2.1220E-01 +2.8248E-02 +1.5642E-02
+6.7370E+01 +1.2200E+01 +8.5321E-01 +2.0630E-02 +9.0264E-03 +3.7851E-02 +2.0316E-02 +5.0247E-01 +2.1873E-01 +2.8437E-02 +1.5744E-02
+6.7400E+01 +1.5800E+01 +8.7749E-01 +2.0568E-02 +8.9993E-03 +3.7650E-02 +2.0206E-02 +5.2004E-01 +2.2556E-01 +2.8627E-02 +1.5847E-02
+6.7430E+01 +1.4900E+01 +9.0305E-01 +2.0507E-02 +8.9724E-03 +3.7450E-02 +2.0097E-02 +5.3853E-01 +2.3272E-01 +2.8820E-02 +1.5951E-02
+6.7460E+01 +1.5800E+01 +9.2996E-01 +2.0446E-02 +8.9455E-03 +3.7252E-02 +1.9990E-02 +5.5804E-01 +2.4022E-01 +2.9014E-02 +1.6056E-02
+6.7490E+01 +7.7000E+00 +9.5832E-01 +2.0385E-02 +8.9187E-03 +3.7056E-02 +1.9883E-02 +5.7862E-01 +2.4809E-01 +2.9210E-02 +1.6162E-02
+6.7520E+01 +1.6700E+01 +9.8825E-01 +2.0325E-02 +8.8921E-03 +3.6861E-02 +1.9777E-02 +6.0036E-01 +2.5636E-01 +2.9408E-02 +1.6269E-02
+6.7550E+01 +1.9400E+01 +1.0198E+00 +2.0264E-02 +8.8656E-03 +3.6667E-02 +1.9672E-02 +6.2334E-01 +2.6504E-01 +2.9609E-02 +1.6377E-02
+6.7580E+01 +1.9400E+01 +1.0532E+00 +2.0204E-02 +8.8392E-03 +3.6476E-02 +1.9567E-02 +6.4768E-01 +2.7418E-01 +2.9811E-02 +1.6486E-02
+6.7610E+01 +2.3900E+01 +1.0886E+00 +2.0145E-02 +8.8130E-03 +3.6285E-02 +1.9464E-02 +6.7347E-01 +2.8379E-01 +3.0015E-02 +1.6596E-02
+6.7640E+01 +2.1200E+01 +1.1260E+00 +2.0085E-02 +8.7868E-03 +3.6096E-02 +1.9361E-02 +7.0082E-01 +2.9392E-01 +3.0222E-02 +1.6708E-02
+6.7670E+01 +1.5800E+01 +1.1657E+00 +2.0026E-02 +8.7608E-03 +3.5909E-02 +1.9259E-02 +7.2988E-01 +3.0460E-01 +3.0431E-02 +1.6820E-02
+6.7700E+01 +2.4800E+01 +1.2078E+00 +1.9967E-02 +8.7348E-03 +3.5723E-02 +1.9158E-02 +7.6079E-01 +3.1587E-01 +3.0642E-02 +1.6934E-02
+6.7730E+01 +1.2200E+01 +1.2526E+00 +1.9909E-02 +8.7090E-03 +3.5539E-02 +1.9058E-02 +7.9369E-01 +3.2779E-01 +3.0855E-02 +1.7048E-02
+6.7760E+01 +1.9400E+01 +1.3002E+00 +1.9850E-02 +8.6834E-03 +3.5356E-02 +1.8958E-02 +8.2878E-01 +3.4038E-01 +3.1070E-02 +1.7164E-02
+6.7790E+01 +1.7600E+01 +1.3510E+00 +1.9792E-02 +8.6578E-03 +3.5174E-02 +1.8860E-02 +8.6625E-01 +3.5372E-01 +3.1287E-02 +1.7281E-02
+6.7820E+01 +2.2100E+01 +1.4052E+00 +1.9734E-02 +8.6323E-03 +3.4994E-02 +1.8762E-02 +9.0631E-01 +3.6786E-01 +3.1507E-02 +1.7400E-02
+6.7850E+01 +2.3900E+01 +1.4631E+00 +1.9677E-02 +8.6070E-03 +3.4815E-02 +1.8665E-02 +9.4922E-01 +3.8286E-01 +3.1729E-02 +1.7519E-02
+6.7880E+01 +2.0300E+01 +1.5250E+00 +1.9620E-02 +8.5817E-03 +3.4637E-02 +1.8568E-02 +9.9525E-01 +3.9880E-01 +3.1954E-02 +1.7640E-02
+6.7910E+01 +1.2200E+01 +1.5915E+00 +1.9562E-02 +8.5566E-03 +3.4461E-02 +1.8473E-02 +1.0447E+00 +4.1575E-01 +3.2181E-02 +1.7762E-02
+6.7940E+01 +1.4900E+01 +1.6627E+00 +1.9506E-02 +8.5316E-03 +3.4286E-02 +1.8378E-02 +1.0979E+00 +4.3381E-01 +3.2410E-02 +1.7885E-02
+6.7970E+01 +1.9400E+01 +1.7394E+00 +1.9449E-02 +8.5067E-03 +3.4113E-02 +1.8283E-02 +1.1554E+00 +4.5306E-01 +3.2642E-02 +1.8010E-02
+6.8000E+01 +2.9300E+01 +1.8220E+00 +1.9393E-02 +8.4819E-03 +3.3941E-02 +1.8190E-02 +1.2174E+00 +4.7364E-01 +3.2876E-02 +1.8136E-02
+6.8030E+01 +2.2100E+01 +1.9112E+00 +1.9337E-02 +8.4572E-03 +3.3770E-02 +1.8097E-02 +1.2845E+00 +4.9564E-01 +3.3113E-02 +1.8263E-02
+6.8060E+01 +1.5800E+01 +2.0077E+00 +1.9281E-02 +8.4326E-03 +3.3600E-02 +1.8005E-02 +1.3574E+00 +5.1921E-01 +3.3353E-02 +1.8392E-02
+6.8090E+01 +1.2200E+01 +2.1122E+00 +1.9225E-02 +8.4081E-03 +3.3432E-02 +1.7914E-02 +1.4366E+00 +5.4450E-01 +3.3595E-02 +1.8522E-02
+6.8120E+01 +1.9400E+01 +2.2258E+00 +1.9170E-02 +8.3837E-03 +3.3265E-02 +1.7823E-02 +1.5230E+00 +5.7169E-01 +3.3839E-02 +1.8653E-02
+6.8150E+01 +1.7600E+01 +2.3496E+00 +1.9115E-02 +8.3595E-03 +3.3099E-02 +1.7733E-02 +1.6174E+00 +6.0096E-01 +3.4086E-02 +1.8786E-02
+6.8180E+01 +2.6600E+01 +2.4847E+00 +1.9060E-02 +8.3353E-03 +3.2935E-02 +1.7644E-02 +1.7209E+00 +6.3254E-01 +3.4337E-02 +1.8920E-02
+6.8210E+01 +2.1200E+01 +2.6326E+00 +1.9005E-02 +8.3112E-03 +3.2771E-02 +1.7555E-02 +1.8346E+00 +6.6667E-01 +3.4589E-02 +1.9055E-02
+6.8240E+01 +1.7600E+01 +2.7949E+00 +1.8951E-02 +8.2873E-03 +3.2609E-02 +1.7467E-02 +1.9599E+00 +7.0364E-01 +3.4845E-02 +1.9192E-02
+6.8270E+01 +1.5800E+01 +2.9738E+00 +1.8896E-02 +8.2634E-03 +3.2448E-02 +1.7380E-02 +2.0986E+00 +7.4377E-01 +3.5103E-02 +1.9331E-02
+6.8300E+01 +1.4900E+01 +3.1713E+00 +1.8842E-02 +8.2397E-03 +3.2289E-02 +1.7293E-02 +2.2524E+00 +7.8744E-01 +3.5365E-02 +1.9471E-02
+6.8330E+01 +1.3100E+01 +3.3904E+00 +1.8789E-02 +8.2160E-03 +3.2130E-02 +1.7207E-02 +2.4238E+00 +8.3505E-01 +3.5629E-02 +1.9612E-02
+6.8360E+01 +3.2900E+01 +3.6343E+00 +1.8735E-02 +8.1925E-03 +3.1973E-02 +1.7122E-02 +2.6155E+00 +8.8712E-01 +3.5896E-02 +1.9755E-02
+6.8390E+01 +3.2900E+01 +3.9068E+00 +1.8682E-02 +8.1691E-03 +3.1817E-02 +1.7037E-02 +2.8308E+00 +9.4421E-01 +3.6166E-02 +1.9900E-02
+6.8420E+01 +2.0300E+01 +4.2127E+00 +1.8629E-02 +8.1457E-03 +3.1661E-02 +1.6953E-02 +3.0738E+00 +1.0070E+00 +3.6440E-02 +2.0046E-02
+6.8450E+01 +1.7600E+01 +4.5577E+00 +1.8576E-02 +8.1225E-03 +3.1507E-02 +1.6869E-02 +3.3495E+00 +1.0762E+00 +3.6716E-02 +2.0194E-02
+6.8480E+01 +1.9400E+01 +4.9488E+00 +1.8523E-02 +8.0993E-03 +3.1355E-02 +1.6786E-02 +3.6638E+00 +1.1529E+00 +3.6996E-02 +2.0344E-02
+6.8510E+01 +2.3900E+01 +5.3947E+00 +1.8471E-02 +8.0763E-03 +3.1203E-02 +1.6704E-02 +4.0245E+00 +1.2380E+00 +3.7279E-02 +2.0495E-02
+6.8540E+01 +1.2200E+01 +5.9063E+00 +1.8419E-02 +8.0533E-03 +3.1052E-02 +1.6623E-02 +4.4411E+00 +1.3329E+00 +3.7565E-02 +2.0648E-02
+6.8570E+01 +2.2100E+01 +6.4972E+00 +1.8367E-02 +8.0305E-03 +3.0903E-02 +1.6541E-02 +4.9256E+00 +1.4391E+00 +3.7854E-02 +2.0802E-02
+6.8600E+01 +2.2100E+01 +7.1849E+00 +1.8315E-02 +8.0077E-03 +3.0754E-02 +1.6461E-02 +5.4938E+00 +1.5585E+00 +3.8147E-02 +2.0959E-02
